"user","tournament","category","attemptNumber","questions","responses","startTime","endTime","score","RQM_score","timeTaken","expectedTime","completed","_id","__v"
"6613f4d6ce72abb1ce9abedc","66f9b8c878419cc348a13a8b","world",1,"[""67002651326cf40ee35717d6"",""66fcf294987cf42e49caa9e4"",""66fc32236ccd34b83e1348ec"",""67002651326cf40ee35717e4"",""66fc32266ccd34b83e13493a""]","[{""questionId"":""67002651326cf40ee35717d6"",""userAnswer"":""67002651326cf40ee35717da"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93eba""},{""questionId"":""66fcf294987cf42e49caa9e4"",""userAnswer"":""66fcf294987cf42e49caa9e8"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ebb""},{""questionId"":""66fc32236ccd34b83e1348ec"",""userAnswer"":""66fc32236ccd34b83e1348ee"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ebc""},{""questionId"":""67002651326cf40ee35717e4"",""userAnswer"":""67002651326cf40ee35717e6"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ebd""},{""questionId"":""66fc32266ccd34b83e13493a"",""userAnswer"":""66fc32266ccd34b83e13493d"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ebe""}]","2024-10-05T01:30:36.171Z","2024-10-05T01:35:36.171Z",0,0,40,,true,"670096bc6607b3f0d2b93eb9",0
"6613f4b0ce72abb1ce9abe46","66f9b8c878419cc348a13a8b","technology",1,"[""66fc32f06ccd34b83e134e84"",""66fc32ee6ccd34b83e134e3d"",""66fed65ac028f523e051cbd0"",""66fed658c028f523e051cba0"",""67002796326cf40ee3571a5e""]","[{""questionId"":""66fc32f06ccd34b83e134e84"",""userAnswer"":""66fc32f06ccd34b83e134e86"",""isCorrect"":true,""_id"":""670096bb6607b3f0d2b93eb1""},{""questionId"":""66fc32ee6ccd34b83e134e3d"",""userAnswer"":""66fc32ee6ccd34b83e134e41"",""isCorrect"":false,""_id"":""670096bb6607b3f0d2b93eb2""},{""questionId"":""66fed65ac028f523e051cbd0"",""userAnswer"":""66fed65ac028f523e051cbd1"",""isCorrect"":false,""_id"":""670096bb6607b3f0d2b93eb3""},{""questionId"":""66fed658c028f523e051cba0"",""userAnswer"":""66fed658c028f523e051cba1"",""isCorrect"":false,""_id"":""670096bb6607b3f0d2b93eb4""},{""questionId"":""67002796326cf40ee3571a5e"",""userAnswer"":""67002796326cf40ee3571a60"",""isCorrect"":false,""_id"":""670096bb6607b3f0d2b93eb5""}]","2024-10-05T01:30:35.936Z","2024-10-05T01:35:35.936Z",1,3,30,,true,"670096bb6607b3f0d2b93eb0",0
"6613f4cbce72abb1ce9abeaf","66f9b8c878419cc348a13a8b","crime",1,"[""66fcf2a9987cf42e49caad02"",""66fc35916ccd34b83e135d27"",""66fd879702e78a73bbfaff31"",""66fc35906ccd34b83e135d0b"",""66fd879702e78a73bbfaff21""]","[{""questionId"":""66fcf2a9987cf42e49caad02"",""userAnswer"":""66fcf2a9987cf42e49caad03"",""isCorrect"":true,""_id"":""670096bc6607b3f0d2b93ecc""},{""questionId"":""66fc35916ccd34b83e135d27"",""userAnswer"":""66fc35916ccd34b83e135d2a"",""isCorrect"":true,""_id"":""670096bc6607b3f0d2b93ecd""},{""questionId"":""66fd879702e78a73bbfaff31"",""userAnswer"":""66fd879702e78a73bbfaff33"",""isCorrect"":true,""_id"":""670096bc6607b3f0d2b93ece""},{""questionId"":""66fc35906ccd34b83e135d0b"",""userAnswer"":""66fc35906ccd34b83e135d0c"",""isCorrect"":true,""_id"":""670096bc6607b3f0d2b93ecf""},{""questionId"":""66fd879702e78a73bbfaff21"",""userAnswer"":""66fd879702e78a73bbfaff25"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ed0""}]","2024-10-05T01:30:36.658Z","2024-10-05T01:35:36.658Z",4,33,36,,true,"670096bc6607b3f0d2b93ecb",0
"6613f4dfce72abb1ce9abf03","66f9b8c878419cc348a13a8b","world",1,"[""66fcf295987cf42e49caaa14"",""66fc32236ccd34b83e1348ec"",""66fcf294987cf42e49caa9f0"",""66fc32246ccd34b83e134901"",""66fcf296987cf42e49caaa38""]","[{""questionId"":""66fcf295987cf42e49caaa14"",""userAnswer"":""66fcf295987cf42e49caaa17"",""isCorrect"":true,""_id"":""670096bd6607b3f0d2b93ede""},{""questionId"":""66fc32236ccd34b83e1348ec"",""userAnswer"":""66fc32236ccd34b83e1348ed"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93edf""},{""questionId"":""66fcf294987cf42e49caa9f0"",""userAnswer"":""66fcf294987cf42e49caa9f2"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93ee0""},{""questionId"":""66fc32246ccd34b83e134901"",""userAnswer"":""66fc32246ccd34b83e134902"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93ee1""},{""questionId"":""66fcf296987cf42e49caaa38"",""userAnswer"":""66fcf296987cf42e49caaa3c"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93ee2""}]","2024-10-05T01:30:37.134Z","2024-10-05T01:35:37.134Z",1,3,40,,true,"670096bd6607b3f0d2b93edd",0
"6613f495ce72abb1ce9abde6","66f9b8c878419cc348a13a8b","education",1,"[""66fc35de6ccd34b83e135f21"",""66fcf2ab987cf42e49caad6e"",""66fcf2aa987cf42e49caad2c"",""66fed994c028f523e051d5ee"",""6700293c326cf40ee3571d4f""]","[{""questionId"":""66fc35de6ccd34b83e135f21"",""userAnswer"":""66fc35de6ccd34b83e135f23"",""isCorrect"":true,""_id"":""670096bd6607b3f0d2b93ee7""},{""questionId"":""66fcf2ab987cf42e49caad6e"",""userAnswer"":""66fcf2ab987cf42e49caad70"",""isCorrect"":true,""_id"":""670096bd6607b3f0d2b93ee8""},{""questionId"":""66fcf2aa987cf42e49caad2c"",""userAnswer"":""66fcf2aa987cf42e49caad2d"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93ee9""},{""questionId"":""66fed994c028f523e051d5ee"",""userAnswer"":""66fed994c028f523e051d5ef"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93eea""},{""questionId"":""6700293c326cf40ee3571d4f"",""userAnswer"":""6700293c326cf40ee3571d51"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93eeb""}]","2024-10-05T01:30:37.377Z","2024-10-05T01:35:37.377Z",2,9,31,,true,"670096bd6607b3f0d2b93ee6",0
"6613f494ce72abb1ce9abddf","66f9b8c878419cc348a13a8b","lifestyle",1,"[""66fcf2b2987cf42e49caae64"",""67002a49326cf40ee3571e16"",""66feda9bc028f523e051d733"",""67002a4c326cf40ee3571e6a"",""66fd897302e78a73bbfb094e""]","[{""questionId"":""66fcf2b2987cf42e49caae64"",""userAnswer"":""66fcf2b2987cf42e49caae66"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ed5""},{""questionId"":""67002a49326cf40ee3571e16"",""userAnswer"":""67002a49326cf40ee3571e19"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ed6""},{""questionId"":""66feda9bc028f523e051d733"",""userAnswer"":""66feda9bc028f523e051d735"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ed7""},{""questionId"":""67002a4c326cf40ee3571e6a"",""userAnswer"":""67002a4c326cf40ee3571e6e"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ed8""},{""questionId"":""66fd897302e78a73bbfb094e"",""userAnswer"":""66fd897302e78a73bbfb0951"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ed9""}]","2024-10-05T01:30:36.893Z","2024-10-05T01:35:36.893Z",0,0,44,,true,"670096bc6607b3f0d2b93ed4",0
"6613f4c8ce72abb1ce9abea3","66f9b8c878419cc348a13a8b","health",1,"[""670027d8326cf40ee3571b51"",""66fcf2a2987cf42e49caabee"",""670027d5326cf40ee3571b0a"",""66fd864d02e78a73bbfaf7d6"",""66fc33d16ccd34b83e135381""]","[{""questionId"":""670027d8326cf40ee3571b51"",""userAnswer"":""670027d8326cf40ee3571b53"",""isCorrect"":true,""_id"":""670096bd6607b3f0d2b93ef9""},{""questionId"":""66fcf2a2987cf42e49caabee"",""userAnswer"":""66fcf2a2987cf42e49caabf1"",""isCorrect"":true,""_id"":""670096bd6607b3f0d2b93efa""},{""questionId"":""670027d5326cf40ee3571b0a"",""userAnswer"":""670027d5326cf40ee3571b0c"",""isCorrect"":true,""_id"":""670096bd6607b3f0d2b93efb""},{""questionId"":""66fd864d02e78a73bbfaf7d6"",""userAnswer"":""66fd864d02e78a73bbfaf7d8"",""isCorrect"":true,""_id"":""670096bd6607b3f0d2b93efc""},{""questionId"":""66fc33d16ccd34b83e135381"",""userAnswer"":""66fc33d16ccd34b83e135383"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93efd""}]","2024-10-05T01:30:37.858Z","2024-10-05T01:35:37.858Z",4,29,35,,true,"670096bd6607b3f0d2b93ef8",0
"6613f495ce72abb1ce9abde3","66f9b8c878419cc348a13a8b","tourism",1,"[""66fc36c46ccd34b83e1364bc"",""67002aad326cf40ee3571ece"",""67002aaa326cf40ee3571e7a"",""66fcf2b3987cf42e49caaea6"",""66fedaf0c028f523e051d784""]","[{""questionId"":""66fc36c46ccd34b83e1364bc"",""userAnswer"":""66fc36c46ccd34b83e1364be"",""isCorrect"":true,""_id"":""670096bd6607b3f0d2b93ef0""},{""questionId"":""67002aad326cf40ee3571ece"",""userAnswer"":""67002aad326cf40ee3571ed0"",""isCorrect"":true,""_id"":""670096bd6607b3f0d2b93ef1""},{""questionId"":""67002aaa326cf40ee3571e7a"",""userAnswer"":""67002aaa326cf40ee3571e7e"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93ef2""},{""questionId"":""66fcf2b3987cf42e49caaea6"",""userAnswer"":""66fcf2b3987cf42e49caaea7"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93ef3""},{""questionId"":""66fedaf0c028f523e051d784"",""userAnswer"":""66fedaf0c028f523e051d786"",""isCorrect"":false,""_id"":""670096bd6607b3f0d2b93ef4""}]","2024-10-05T01:30:37.618Z","2024-10-05T01:35:37.618Z",2,9,36,,true,"670096bd6607b3f0d2b93eef",0
"6613f4c0ce72abb1ce9abe85","66f9b8c878419cc348a13a8b","environment",1,"[""66fed887c028f523e051d2d1"",""66fcf2a5987cf42e49caac66"",""66fd874502e78a73bbfafd4e"",""66fc34e06ccd34b83e1359b9"",""66fed886c028f523e051d2ae""]","[{""questionId"":""66fed887c028f523e051d2d1"",""userAnswer"":""66fed887c028f523e051d2d2"",""isCorrect"":true,""_id"":""670096bc6607b3f0d2b93ec3""},{""questionId"":""66fcf2a5987cf42e49caac66"",""userAnswer"":""66fcf2a5987cf42e49caac68"",""isCorrect"":true,""_id"":""670096bc6607b3f0d2b93ec4""},{""questionId"":""66fd874502e78a73bbfafd4e"",""userAnswer"":""66fd874502e78a73bbfafd50"",""isCorrect"":true,""_id"":""670096bc6607b3f0d2b93ec5""},{""questionId"":""66fc34e06ccd34b83e1359b9"",""userAnswer"":""66fc34e06ccd34b83e1359ba"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ec6""},{""questionId"":""66fed886c028f523e051d2ae"",""userAnswer"":""66fed886c028f523e051d2b2"",""isCorrect"":false,""_id"":""670096bc6607b3f0d2b93ec7""}]","2024-10-05T01:30:36.413Z","2024-10-05T01:35:36.413Z",3,20,32,,true,"670096bc6607b3f0d2b93ec2",0
"65b1ebbc90ba2e3794e9696d","66f9b8c878419cc348a13a8b","current affairs",2,"[""66ffe08eeab0094221f75556"",""66ffde9eeab0094221f74bf0"",""66ffe08feab0094221f75566"",""66ffe090eab0094221f75586"",""66ffe041eab0094221f75187""]","[{""questionId"":""66ffe08eeab0094221f75556"",""userAnswer"":""66ffe08eeab0094221f75558"",""isCorrect"":true,""_id"":""6700bac95e8542a1597cb5cc""},{""questionId"":""66ffde9eeab0094221f74bf0"",""userAnswer"":""66ffde9eeab0094221f74bf1"",""isCorrect"":false,""_id"":""6700bac95e8542a1597cb5cd""},{""questionId"":""66ffe08feab0094221f75566"",""userAnswer"":""66ffe08feab0094221f75569"",""isCorrect"":true,""_id"":""6700bac95e8542a1597cb5ce""},{""questionId"":""66ffe090eab0094221f75586"",""userAnswer"":""66ffe090eab0094221f75587"",""isCorrect"":true,""_id"":""6700bac95e8542a1597cb5cf""},{""questionId"":""66ffe041eab0094221f75187"",""userAnswer"":""66ffe041eab0094221f75189"",""isCorrect"":false,""_id"":""6700bac95e8542a1597cb5d0""}]","2024-10-05T04:03:51.003Z","2024-10-05T04:04:51.003Z",3,26,26,,true,"6700baa75e8542a1597cb42e",1
"653548118a2815874166fa66","66f9b8c878419cc348a13a8b","world",1,"[""6700264f326cf40ee35717b3"",""66fc32246ccd34b83e134901"",""66fcf295987cf42e49caaa1a"",""66fc32266ccd34b83e13493a"",""66fd83cb02e78a73bbfae0f7""]","[{""questionId"":""6700264f326cf40ee35717b3"",""userAnswer"":""6700264f326cf40ee35717b5"",""isCorrect"":true,""_id"":""6700c3855e8542a159817e91""},{""questionId"":""66fc32246ccd34b83e134901"",""userAnswer"":""66fc32246ccd34b83e134904"",""isCorrect"":true,""_id"":""6700c3855e8542a159817e92""},{""questionId"":""66fcf295987cf42e49caaa1a"",""userAnswer"":""66fcf295987cf42e49caaa1c"",""isCorrect"":true,""_id"":""6700c3855e8542a159817e93""},{""questionId"":""66fc32266ccd34b83e13493a"",""userAnswer"":""66fc32266ccd34b83e13493b"",""isCorrect"":true,""_id"":""6700c3855e8542a159817e94""},{""questionId"":""66fd83cb02e78a73bbfae0f7"",""userAnswer"":""66fd83cb02e78a73bbfae0f8"",""isCorrect"":false,""_id"":""6700c3855e8542a159817e95""}]","2024-10-05T04:41:21.437Z","2024-10-05T04:42:21.437Z",4,98,12,,true,"6700c3715e8542a159817e7f",1
"65fe496b205cf6d5f81e91fb","66f9b8c878419cc348a13a8b","food",1,"[""66fc36406ccd34b83e1361ad"",""66fcf2ae987cf42e49caadd4"",""66fcf2af987cf42e49caae0a"",""66fd88ab02e78a73bbfb0573"",""66fcf2b0987cf42e49caae22""]","[{""questionId"":""66fc36406ccd34b83e1361ad"",""userAnswer"":""66fc36406ccd34b83e1361b1"",""isCorrect"":false,""_id"":""6700c8065e8542a159818b02""},{""questionId"":""66fcf2ae987cf42e49caadd4"",""userAnswer"":""66fcf2ae987cf42e49caadd5"",""isCorrect"":true,""_id"":""6700c8065e8542a159818b03""},{""questionId"":""66fcf2af987cf42e49caae0a"",""userAnswer"":""66fcf2af987cf42e49caae0c"",""isCorrect"":true,""_id"":""6700c8065e8542a159818b04""},{""questionId"":""66fd88ab02e78a73bbfb0573"",""userAnswer"":""66fd88ab02e78a73bbfb0575"",""isCorrect"":true,""_id"":""6700c8065e8542a159818b05""},{""questionId"":""66fcf2b0987cf42e49caae22"",""userAnswer"":""66fcf2b0987cf42e49caae23"",""isCorrect"":true,""_id"":""6700c8065e8542a159818b06""}]","2024-10-05T05:00:17.892Z","2024-10-05T05:01:17.892Z",4,31,29,,true,"6700c7e15e8542a159818acd",1
"65fe496b205cf6d5f81e91fb","66f9b8c878419cc348a13a8b","food",2,"[""66feda50c028f523e051d6d9"",""66fcf2ae987cf42e49caade6"",""66fc363f6ccd34b83e13617b"",""670029ef326cf40ee3571db2"",""66fc36416ccd34b83e1361c2""]","[{""questionId"":""66feda50c028f523e051d6d9"",""userAnswer"":""66feda50c028f523e051d6db"",""isCorrect"":true,""_id"":""6700c8535e8542a159818d37""},{""questionId"":""66fcf2ae987cf42e49caade6"",""userAnswer"":""66fcf2ae987cf42e49caade7"",""isCorrect"":false,""_id"":""6700c8535e8542a159818d38""},{""questionId"":""66fc363f6ccd34b83e13617b"",""userAnswer"":""66fc363f6ccd34b83e13617d"",""isCorrect"":true,""_id"":""6700c8535e8542a159818d39""},{""questionId"":""670029ef326cf40ee3571db2"",""userAnswer"":""670029ef326cf40ee3571db5"",""isCorrect"":true,""_id"":""6700c8535e8542a159818d3a""},{""questionId"":""66fc36416ccd34b83e1361c2"",""userAnswer"":""66fc36416ccd34b83e1361c4"",""isCorrect"":true,""_id"":""6700c8535e8542a159818d3b""}]","2024-10-05T05:01:33.347Z","2024-10-05T05:02:33.347Z",4,26,31,,true,"6700c82d5e8542a159818d03",1
